country,district,site,houseNumber,collectionMethod,total,totalAnopheles,totalOtherMosquitoes,maleAnopheles,anGambiaeUF,anGambiaeF,anGambiaeG,AnGambiaeMale,AnGambiaeFemale,anFunestusUF,anFunestusF,anFunestusG,AnFunestusMale,AnFunestusFemale,anOtherUF,anOtherF,anOtherG,AnOtherMale,AnOtherFemale,CulexUF,CulexF,CulexG,culexMale,culexFemale,AedesUF,AedesF,AedesG,aedesMale,aedesFemale,MansoniaUF,MansoniaF,MansoniaG,mansoniaMale,mansoniaFemale,peopleSlept,irsSprayed,monthsAgo,totalLLIN,llinType,llinBrand,peopleSleptUnderLlin,name,date,site code,health centre,parish,village,coded house number,Latitude,Longitude,House Type,Title of Officer
Uganda,Adjumani,85,1205,CDC Light Trap (LTC),8,6,2,6,0,3,0,3,0,2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,No,,,Unknown,Unknown,,,2025-11-20T20:46:06.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,86,1207,Other VC,8,5,3,5,1,0,0,1,0,3,1,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,Yes,,2,Pyrethroid + PBO,OLYSET,4,,2025-11-19T21:00:00.000Z,86,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,85,1203,CDC Light Trap (LTC),73,54,19,54,17,1,0,18,0,27,6,0,35,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,12,1,0,14,0,4,No,,,Unknown,Unknown,,,2025-11-20T10:27:40.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1202,Pyrethrum Spray Catch (PSC),18,8,10,8,0,0,0,0,0,0,5,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-20T10:05:15.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1201,Pyrethrum Spray Catch (PSC),31,21,10,21,0,5,0,6,0,1,13,0,15,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,2,0,2,0,,No,,,Unknown,Unknown,,,2025-11-20T12:55:31.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,86,1198,Other VC,6,6,0,6,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,,2,Unknown,OLYSET,,,2025-11-19T21:05:14.000Z,86,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,85,1200,CDC Light Trap (LTC),6,6,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,,,Unknown,Unknown,,,2025-11-19T20:58:33.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,85,1199,CDC Light Trap (LTC),8,8,0,8,7,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,,,Unknown,Unknown,,,2025-11-19T20:44:50.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1197,Pyrethrum Spray Catch (PSC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,,No,,,Unknown,Unknown,,,2025-11-20T08:58:53.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1196,Pyrethrum Spray Catch (PSC),2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-20T03:47:51.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,566,Pyrethrum Spray Catch (PSC),11,5,6,5,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,10,Yes,,3,Pyrethroid + PBO,OLYSET,2,,2025-11-20T02:28:15.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1190,Pyrethrum Spray Catch (PSC),7,3,4,3,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-19T19:16:48.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1189,Pyrethrum Spray Catch (PSC),3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-19T19:15:56.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,1188,Pyrethrum Spray Catch (PSC),4,4,0,4,1,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Unknown,Unknown,2,,2025-11-19T18:51:34.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,1187,CDC Light Trap (LTC),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,1,Unknown,Unknown,,,2025-11-19T16:58:06.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,78,1186,Pyrethrum Spray Catch (PSC),3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-19T16:46:45.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,1185,Pyrethrum Spray Catch (PSC),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Unknown,Unknown,2,,2025-11-19T08:29:49.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,1184,Pyrethrum Spray Catch (PSC),1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Unknown,Unknown,2,,2025-11-18T14:47:42.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,1183,Pyrethrum Spray Catch (PSC),1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Unknown,Unknown,2,,2025-11-18T11:12:07.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1182,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-18T07:55:16.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1181,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-18T07:53:25.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1180,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-18T07:52:06.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1179,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-18T07:49:20.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1178,Pyrethrum Spray Catch (PSC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-18T07:41:13.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1177,Pyrethrum Spray Catch (PSC),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-18T07:18:14.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,1175,CDC Light Trap (LTC),1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-17T20:18:43.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1176,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-17T20:17:35.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1174,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-18T02:01:48.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,104,686,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Yes,67,2,Pyrethroid-only,PermaNet 2.0,6,,2025-11-17T16:38:37.000Z,104,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,91,581,Pyrethrum Spray Catch (PSC),13,8,5,8,0,0,0,3,0,1,0,2,4,0,0,0,0,1,0,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,6,No,,1,Pyrethroid + PBO,OLYSET,2,,2025-11-17T14:54:14.000Z,91,Dzaipi Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,562,CDC Light Trap (LTC),5,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Pyrethroid + PBO,OLYSET,1,,2025-11-16T19:59:25.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,132,798,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Yes,5,1,Royal Guard,Royal Guard,2,,2025-11-16T17:00:26.000Z,132,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,89,579,Pyrethrum Spray Catch (PSC),14,6,8,6,0,0,0,3,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,5,0,8,No,,4,Pyrethroid + PBO,OLYSET,5,,2025-11-16T07:30:13.000Z,89,Dzaipi Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Koboko,94,584,CDC Light Trap (LTC),10,5,5,5,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,2,0,1,0,0,2,0,0,0,1,1,0,8,No,,4,Pyrethroid + PBO,OLYSET,8,,2025-11-15T11:02:12.000Z,94,Koboko Mission Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,80,1172,CDC Light Trap (LTC),1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,6,Unknown,Unknown,,,2025-11-15T02:10:46.000Z,80,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,80,1171,CDC Light Trap (LTC),3,3,0,3,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,6,Unknown,Unknown,,,2025-11-15T02:06:37.000Z,80,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,78,1169,Pyrethrum Spray Catch (PSC),3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-15T01:53:18.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1168,Pyrethrum Spray Catch (PSC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-15T01:39:01.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,80,1167,CDC Light Trap (LTC),2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,6,Unknown,Unknown,,,2025-11-15T01:42:59.000Z,80,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,80,1166,CDC Light Trap (LTC),2,2,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,6,Unknown,Unknown,,,2025-11-15T01:36:34.000Z,80,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,77,1164,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-15T00:58:59.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,78,1162,Pyrethrum Spray Catch (PSC),3,3,0,3,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:46:37.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1163,Pyrethrum Spray Catch (PSC),5,5,0,5,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:41:26.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1161,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:39:43.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1160,Pyrethrum Spray Catch (PSC),5,5,0,5,0,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:38:16.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1159,Pyrethrum Spray Catch (PSC),3,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:37:35.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1158,Pyrethrum Spray Catch (PSC),4,4,0,4,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:35:44.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1157,Pyrethrum Spray Catch (PSC),5,5,0,5,0,3,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:33:23.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1156,Pyrethrum Spray Catch (PSC),5,5,0,5,0,3,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:28:04.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1155,Pyrethrum Spray Catch (PSC),4,4,0,4,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:06:37.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1154,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-14T23:01:25.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,1153,CDC Light Trap (LTC),18,18,0,18,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-14T21:19:24.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1152,CDC Light Trap (LTC),1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-14T21:17:49.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1149,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-14T20:22:44.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1148,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-14T20:18:41.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1147,CDC Light Trap (LTC),3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-14T20:17:44.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,92,582,Pyrethrum Spray Catch (PSC),8,3,5,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,No,,,Unknown,Unknown,,,2025-11-12T22:32:58.000Z,92,Dzaipi Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,1146,CDC Light Trap (LTC),2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2,1,Unknown,Unknown,1,,2025-11-12T21:35:26.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,83,1143,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,,,Unknown,Unknown,,,2025-11-12T20:58:27.000Z,83,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,83,1145,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,,,Unknown,Unknown,,,2025-11-12T20:49:10.000Z,83,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,83,1144,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,,,Unknown,Unknown,,,2025-11-12T20:57:06.000Z,83,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,83,1142,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,,,Unknown,Unknown,,,2025-11-12T20:47:19.000Z,83,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,80,570,CDC Light Trap (LTC),8,2,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,0,1,0,0,2,0,0,0,0,2,0,,No,,6,Pyrethroid + PBO,OLYSET,1,,2025-11-12T20:41:21.000Z,80,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Adjumani,131,795,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,8,1,Pyrethroid + PBO,OLYSET Plus,,,2025-11-12T17:00:15.000Z,131,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,79,567,Pyrethrum Spray Catch (PSC),7,2,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,10,Yes,,3,Pyrethroid + PBO,OLYSET,2,,2025-11-11T23:02:22.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,1141,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Unknown,Unknown,2,,2025-11-11T22:51:59.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,82,572,CDC Light Trap (LTC),12,6,6,6,0,0,0,0,0,1,0,0,4,0,0,0,2,2,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,Yes,24,2,Pyrethroid + PBO,Royal Guard,3,,2025-11-11T19:24:08.000Z,82,Malongo Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,79,568,Pyrethrum Spray Catch (PSC),10,6,4,6,0,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,Yes,,3,Pyrethroid + PBO,OLYSET,2,,2025-11-11T16:43:28.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,82,1140,CDC Light Trap (LTC),4,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,Yes,24,2,Pyrethroid + PBO,Royal Guard,3,,2025-11-11T00:14:57.000Z,82,Malongo Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,217,1139,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3,,2025-11-10T23:39:28.000Z,217,,,,,,,,Village Health Team Member
Uganda,Mayuge,205,1092,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2025-11-10T22:31:14.000Z,205,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,78,1071,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-10T20:43:16.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1070,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-10T20:42:02.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,1064,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2025-11-10T20:18:05.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,190,1030,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4,,2025-11-10T19:50:57.000Z,190,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,189,1023,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,,,Unknown,Unknown,,,2025-11-10T19:50:34.000Z,189,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,186,1012,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2025-11-10T19:49:34.000Z,186,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,183,1001,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2025-11-10T19:38:52.000Z,183,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,77,560,CDC Light Trap (LTC),9,3,6,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,1,0,0,2,0,,No,2,1,Pyrethroid + PBO,OLYSET,1,,2025-11-10T19:05:04.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
